,0,1,2,3,4,5,6
182,"(0, 'po', 'Tau')",,,,,,
183,"(2, 'sib', 'sib')","(5, 'sib', 'sib')","(0, 'sib', 'pp')","(2, 'pp', 'po')","(6, 'po', 'pp')","(2, 'pp', 'Tau')",
184,"(3, 'po', 'po')","(5, 'po', 'pp')","(0, 'pp', 'Tau')",,,,
185,"(2, 'sib', 'pp')","(6, 'pp', 'sib')","(1, 'sib', 'Tau')",,,,
186,"(1, 'pp', 'Tau')",,,,,,
187,"(4, 'sib', 'po')","(0, 'po', 'va')","(6, 'va', 'pp')","(4, 'pp', 'Tau')",,,
188,"(5, 'po', 'Tau')",,,,,,
189,"(3, 'va', 'pp')","(1, 'pp', 'Tau')",,,,,
190,"(6, 'sib', 'pp')","(3, 'pp', 'pp')","(0, 'pp', 'Tau')",,,,
191,"(4, 'pp', 'pp')","(3, 'pp', 'va')","(0, 'va', 'Tau')",,,,
192,"(5, 'va', 'va')","(1, 'va', 'va')","(5, 'va', 'sib')","(0, 'sib', 'Tau')",,,
193,"(6, 'pp', 'Tau')",,,,,,
194,"(2, 'va', 'pp')","(4, 'pp', 'pp')","(5, 'pp', 'pp')","(2, 'pp', 'Tau')",,,
195,"(3, 'va', 'va')","(1, 'va', 'pp')","(0, 'pp', 'Tau')",,,,
196,"(0, 'va', 'va')","(6, 'va', 'va')","(6, 'va', 'pp')","(3, 'pp', 'va')","(4, 'va', 'pp')","(6, 'pp', 'Tau')",
197,"(2, 'po', 'Tau')",,,,,,
198,"(4, 'va', 'va')","(2, 'va', 'Tau')",,,,,
199,"(5, 'po', 'Tau')",,,,,,
200,"(2, 'pp', 'pp')","(3, 'pp', 'pp')","(4, 'pp', 'Tau')",,,,
201,"(3, 'po', 'sib')","(6, 'sib', 'po')","(5, 'po', 'pp')","(2, 'pp', 'va')","(4, 'va', 'po')","(6, 'po', 'pp')","(3, 'pp', 'pp')"
202,"(0, 'sib', 'va')","(0, 'va', 'va')","(1, 'va', 'Tau')",,,,
203,"(1, 'va', 'va')","(3, 'va', 'va')","(2, 'va', 'Tau')",,,,
204,"(3, 'pp', 'Tau')",,,,,,
205,"(6, 'sib', 'Tau')",,,,,,
206,"(0, 'va', 'Tau')",,,,,,
207,"(1, 'sib', 'pp')","(4, 'pp', 'Tau')",,,,,
208,"(0, 'po', 'po')","(5, 'po', 'Tau')",,,,,
209,"(3, 'po', 'va')","(3, 'va', 'va')","(6, 'va', 'pp')","(4, 'pp', 'pp')","(1, 'pp', 'Tau')",,
210,"(3, 'pp', 'pp')","(2, 'pp', 'va')","(6, 'va', 'pp')","(3, 'pp', 'va')","(4, 'va', 'Tau')",,
211,"(4, 'sib', 'va')","(2, 'va', 'pp')","(4, 'pp', 'Tau')",,,,
212,"(4, 'po', 'Tau')",,,,,,
213,"(2, 'va', 'Tau')",,,,,,
214,"(3, 'pp', 'Tau')",,,,,,
215,"(2, 'va', 'va')","(2, 'va', 'Tau')",,,,,
216,"(4, 'po', 'va')","(5, 'va', 'va')","(0, 'va', 'va')","(0, 'va', 'Tau')",,,
217,"(0, 'po', 'po')","(2, 'po', 'Tau')",,,,,
218,"(6, 'po', 'pp')","(4, 'pp', 'sib')","(4, 'sib', 'Tau')",,,,
219,"(1, 'pp', 'Tau')",,,,,,
220,"(2, 'va', 'pp')","(5, 'pp', 'Tau')",,,,,
221,"(1, 'va', 'va')","(3, 'va', 'po')","(6, 'po', 'pp')","(6, 'pp', 'po')","(2, 'po', 'Tau')",,
222,"(0, 'pp', 'va')","(0, 'va', 'pp')","(2, 'pp', 'pp')","(6, 'pp', 'va')","(4, 'va', 'va')","(3, 'va', 'va')","(3, 'va', 'va')"
223,"(4, 'sib', 'Tau')",,,,,,
224,"(6, 'pp', 'sib')","(2, 'sib', 'Tau')",,,,,
225,"(4, 'pp', 'Tau')",,,,,,
226,"(6, 'pp', 'Tau')",,,,,,
227,"(6, 'va', 'Tau')",,,,,,
228,"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,
229,"(4, 'po', 'pp')","(3, 'pp', 'pp')","(3, 'pp', 'pp')","(4, 'pp', 'Tau')",,,
230,"(6, 'sib', 'Tau')",,,,,,
231,"(6, 'sib', 'Tau')",,,,,,
232,"(0, 'po', 'po')","(4, 'po', 'Tau')",,,,,
233,"(2, 'va', 'Tau')",,,,,,
234,"(3, 'va', 'pp')","(1, 'pp', 'Tau')",,,,,
235,"(6, 'pp', 'Tau')",,,,,,
236,"(1, 'va', 'Tau')",,,,,,
237,"(6, 'va', 'pp')","(3, 'pp', 'pp')","(5, 'pp', 'Tau')",,,,
238,"(2, 'pp', 'pp')","(3, 'pp', 'po')","(2, 'po', 'Tau')",,,,
239,"(1, 'va', 'va')","(4, 'va', 'Tau')",,,,,
240,"(0, 'po', 'Tau')",,,,,,
241,"(5, 'pp', 'Tau')",,,,,,
242,"(6, 'pp', 'Tau')",,,,,,
243,"(6, 'pp', 'pp')","(6, 'pp', 'Tau')",,,,,
244,"(5, 'pp', 'po')","(6, 'po', 'pp')","(6, 'pp', 'Tau')",,,,
245,"(2, 'sib', 'pp')","(3, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
246,"(2, 'po', 'Tau')",,,,,,
247,"(3, 'po', 'Tau')",,,,,,
248,"(6, 'va', 'pp')","(6, 'pp', 'Tau')",,,,,
249,"(0, 'va', 'pp')","(4, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
250,"(0, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
251,"(3, 'va', 'Tau')",,,,,,
252,"(3, 'va', 'va')","(0, 'va', 'pp')","(0, 'pp', 'pp')","(1, 'pp', 'Tau')",,,
253,"(3, 'po', 'Tau')",,,,,,
254,"(2, 'pp', 'Tau')",,,,,,
255,"(3, 'va', 'Tau')",,,,,,
256,"(2, 'po', 'Tau')",,,,,,
257,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
258,"(4, 'pp', 'Tau')",,,,,,
259,"(3, 'pp', 'pp')","(5, 'pp', 'Tau')",,,,,
260,"(4, 'po', 'po')","(3, 'po', 'Tau')",,,,,
261,"(5, 'va', 'pp')","(4, 'pp', 'Tau')",,,,,
262,"(5, 'sib', 'Tau')",,,,,,
263,"(0, 'sib', 'Tau')",,,,,,
264,"(3, 'pp', 'pp')","(5, 'pp', 'pp')","(4, 'pp', 'Tau')",,,,
265,"(6, 'va', 'pp')","(0, 'pp', 'po')","(1, 'po', 'Tau')",,,,
266,"(6, 'sib', 'pp')","(6, 'pp', 'Tau')",,,,,
267,"(2, 'va', 'va')","(5, 'va', 'pp')","(2, 'pp', 'Tau')",,,,
268,"(3, 'va', 'va')","(4, 'va', 'Tau')",,,,,
269,"(2, 'po', 'Tau')",,,,,,
270,"(5, 'po', 'pp')","(3, 'pp', 'Tau')",,,,,
271,"(6, 'va', 'pp')","(3, 'pp', 'Tau')",,,,,
272,"(1, 'pp', 'va')","(6, 'va', 'Tau')",,,,,
273,"(3, 'pp', 'Tau')",,,,,,
274,"(1, 'va', 'Tau')",,,,,,
275,"(6, 'va', 'pp')","(2, 'pp', 'Tau')",,,,,
276,"(1, 'po', 'Tau')",,,,,,
277,"(2, 'po', 'Tau')",,,,,,
278,"(1, 'pp', 'va')","(1, 'va', 'Tau')",,,,,
279,"(1, 'po', 'po')","(0, 'po', 'Tau')",,,,,
280,"(0, 'va', 'Tau')",,,,,,
281,"(0, 'po', 'po')","(2, 'po', 'Tau')",,,,,
282,"(1, 'pp', 'Tau')",,,,,,
283,"(5, 'sib', 'Tau')",,,,,,
284,"(1, 'sib', 'pp')","(0, 'pp', 'pp')","(4, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,
285,"(5, 'po', 'pp')","(2, 'pp', 'va')","(6, 'va', 'pp')","(2, 'pp', 'Tau')",,,
286,"(6, 'va', 'pp')","(4, 'pp', 'Tau')",,,,,
287,"(3, 'po', 'pp')","(6, 'pp', 'sib')","(1, 'sib', 'Tau')",,,,
288,"(3, 'pp', 'Tau')",,,,,,
289,"(1, 'po', 'Tau')",,,,,,
290,"(4, 'po', 'Tau')",,,,,,
291,"(0, 'sib', 'Tau')",,,,,,
292,"(6, 'va', 'pp')","(5, 'pp', 'va')","(5, 'va', 'pp')","(6, 'pp', 'pp')","(1, 'pp', 'pp')","(5, 'pp', 'va')","(3, 'va', 'Tau')"
293,"(6, 'va', 'Tau')",,,,,,
294,"(5, 'va', 'pp')","(1, 'pp', 'Tau')",,,,,
295,"(6, 'sib', 'Tau')",,,,,,
296,"(4, 'po', 'Tau')",,,,,,
297,"(0, 'va', 'va')","(3, 'va', 'Tau')",,,,,
298,"(5, 'va', 'va')","(6, 'va', 'pp')","(2, 'pp', 'pp')","(3, 'pp', 'Tau')",,,
299,"(3, 'pp', 'pp')","(4, 'pp', 'Tau')",,,,,
300,"(1, 'va', 'va')","(3, 'va', 'Tau')",,,,,
301,"(6, 'po', 'va')","(2, 'va', 'Tau')",,,,,
302,"(1, 'pp', 'Tau')",,,,,,
303,"(6, 'sib', 'Tau')",,,,,,
304,"(6, 'po', 'pp')","(4, 'pp', 'pp')","(0, 'pp', 'Tau')",,,,
305,"(1, 'va', 'Tau')",,,,,,
306,"(3, 'po', 'pp')","(4, 'pp', 'pp')","(2, 'pp', 'sib')","(6, 'sib', 'Tau')",,,
307,"(2, 'va', 'Tau')",,,,,,
308,"(2, 'pp', 'pp')","(2, 'pp', 'po')","(2, 'po', 'pp')","(2, 'pp', 'pp')","(3, 'pp', 'pp')","(2, 'pp', 'Tau')",
309,"(4, 'sib', 'Tau')",,,,,,
310,"(2, 'pp', 'Tau')",,,,,,
311,"(3, 'va', 'va')","(1, 'va', 'pp')","(5, 'pp', 'pp')","(6, 'pp', 'va')","(3, 'va', 'va')","(3, 'va', 'Tau')",
312,"(4, 'sib', 'pp')","(3, 'pp', 'Tau')",,,,,
313,"(2, 'sib', 'sib')","(5, 'sib', 'pp')","(1, 'pp', 'Tau')",,,,
314,"(6, 'sib', 'pp')","(2, 'pp', 'Tau')",,,,,
315,"(5, 'po', 'Tau')",,,,,,
316,"(1, 'po', 'Tau')",,,,,,
317,"(3, 'sib', 'Tau')",,,,,,
318,"(1, 'pp', 'Tau')",,,,,,
319,"(1, 'po', 'Tau')",,,,,,
320,"(5, 'sib', 'sib')","(1, 'sib', 'sib')","(0, 'sib', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,
321,"(5, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,,
322,"(3, 'pp', 'Tau')",,,,,,
323,"(2, 'sib', 'Tau')",,,,,,
324,"(4, 'va', 'Tau')",,,,,,
325,"(1, 'va', 'va')","(1, 'va', 'Tau')",,,,,
326,"(0, 'pp', 'Tau')",,,,,,
327,"(1, 'va', 'va')","(1, 'va', 'pp')","(1, 'pp', 'va')","(3, 'va', 'pp')","(2, 'pp', 'pp')","(6, 'pp', 'pp')","(2, 'pp', 'pp')"
328,"(4, 'pp', 'Tau')",,,,,,
329,"(4, 'va', 'va')","(4, 'va', 'Tau')",,,,,
330,"(3, 'sib', 'Tau')",,,,,,
331,"(2, 'pp', 'Tau')",,,,,,
332,"(1, 'va', 'Tau')",,,,,,
333,"(4, 'va', 'Tau')",,,,,,
334,"(2, 'pp', 'pp')","(3, 'pp', 'Tau')",,,,,
335,"(2, 'va', 'va')","(3, 'va', 'Tau')",,,,,
336,"(2, 'va', 'Tau')",,,,,,
337,"(1, 'va', 'sib')","(4, 'sib', 'pp')","(3, 'pp', 'Tau')",,,,
338,"(6, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,,
339,"(5, 'sib', 'sib')","(5, 'sib', 'pp')","(6, 'pp', 'po')","(3, 'po', 'pp')","(1, 'pp', 'Tau')",,
340,"(4, 'po', 'pp')","(5, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
341,"(3, 'pp', 'Tau')",,,,,,
342,"(6, 'po', 'Tau')",,,,,,
343,"(3, 'sib', 'Tau')",,,,,,
344,"(1, 'va', 'pp')","(3, 'pp', 'va')","(5, 'va', 'va')","(5, 'va', 'Tau')",,,
345,"(2, 'va', 'va')","(3, 'va', 'va')","(1, 'va', 'Tau')",,,,
346,"(2, 'va', 'Tau')",,,,,,
347,"(4, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
348,"(0, 'po', 'Tau')",,,,,,
349,"(3, 'va', 'Tau')",,,,,,
350,"(5, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
351,"(3, 'pp', 'Tau')",,,,,,
352,"(5, 'va', 'Tau')",,,,,,
353,"(5, 'pp', 'Tau')",,,,,,
354,"(1, 'po', 'va')","(1, 'va', 'pp')","(3, 'pp', 'pp')","(1, 'pp', 'Tau')",,,
355,"(4, 'va', 'Tau')",,,,,,
356,"(1, 'va', 'Tau')",,,,,,
357,"(4, 'sib', 'pp')","(5, 'pp', 'Tau')",,,,,
358,"(4, 'va', 'pp')","(6, 'pp', 'va')","(1, 'va', 'Tau')",,,,
359,"(4, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
360,"(1, 'va', 'po')","(2, 'po', 'Tau')",,,,,
361,"(4, 'va', 'va')","(2, 'va', 'sib')","(2, 'sib', 'Tau')",,,,
362,"(0, 'va', 'va')","(2, 'va', 'Tau')",,,,,
363,"(3, 'pp', 'sib')","(4, 'sib', 'va')","(6, 'va', 'pp')","(4, 'pp', 'Tau')",,,
364,"(0, 'pp', 'Tau')",,,,,,
365,"(6, 'pp', 'Tau')",,,,,,
366,"(5, 'pp', 'pp')","(2, 'pp', 'pp')","(5, 'pp', 'Tau')",,,,
367,"(5, 'sib', 'sib')","(3, 'sib', 'Tau')",,,,,
368,"(0, 'va', 'Tau')",,,,,,
369,"(4, 'sib', 'Tau')",,,,,,
370,"(3, 'va', 'va')","(0, 'va', 'Tau')",,,,,
371,"(5, 'pp', 'pp')","(0, 'pp', 'va')","(5, 'va', 'Tau')",,,,
372,"(1, 'sib', 'pp')","(2, 'pp', 'pp')","(0, 'pp', 'Tau')",,,,
373,"(6, 'va', 'pp')","(4, 'pp', 'Tau')",,,,,
374,"(6, 'va', 'pp')","(3, 'pp', 'Tau')",,,,,
375,"(1, 'pp', 'pp')","(1, 'pp', 'pp')","(5, 'pp', 'pp')","(6, 'pp', 'Tau')",,,
376,"(4, 'po', 'va')","(3, 'va', 'Tau')",,,,,
377,"(4, 'pp', 'va')","(1, 'va', 'pp')","(2, 'pp', 'Tau')",,,,
