,0,1,2,3,4,5,6
214,"(1, 'va', 'Tau')",,,,,,
215,"(1, 'po', 'Tau')",,,,,,
216,"(1, 'va', 'Tau')",,,,,,
217,"(1, 'va', 'Tau')",,,,,,
218,"(1, 'sib', 'Tau')",,,,,,
219,"(1, 'sib', 'Tau')",,,,,,
220,"(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,
221,"(1, 'va', 'Tau')",,,,,,
222,"(1, 'va', 'pp')","(1, 'pp', 'sib')","(1, 'sib', 'Tau')",,,,
223,"(1, 'pp', 'Tau')",,,,,,
224,"(1, 'pp', 'Tau')",,,,,,
225,"(1, 'sib', 'Tau')",,,,,,
226,"(1, 'va', 'Tau')",,,,,,
227,"(1, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'va')","(1, 'va', 'Tau')",,,
228,"(1, 'po', 'Tau')",,,,,,
229,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
230,"(1, 'va', 'Tau')",,,,,,
231,"(1, 'va', 'sib')","(1, 'sib', 'pp')","(1, 'pp', 'po')","(1, 'po', 'Tau')",,,
232,"(1, 'va', 'Tau')",,,,,,
233,"(1, 'po', 'Tau')",,,,,,
234,"(1, 'pp', 'Tau')",,,,,,
235,"(1, 'pp', 'Tau')",,,,,,
236,"(1, 'po', 'va')","(1, 'va', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'va')","(1, 'va', 'Tau')",,
237,"(1, 'po', 'pp')","(1, 'pp', 'Tau')",,,,,
238,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
239,"(1, 'va', 'Tau')",,,,,,
240,"(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,,
241,"(1, 'va', 'Tau')",,,,,,
242,"(1, 'sib', 'Tau')",,,,,,
243,"(1, 'po', 'Tau')",,,,,,
244,"(1, 'sib', 'Tau')",,,,,,
245,"(1, 'pp', 'Tau')",,,,,,
246,"(1, 'po', 'po')","(1, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,
247,"(1, 'va', 'Tau')",,,,,,
248,"(1, 'va', 'Tau')",,,,,,
249,"(1, 'sib', 'Tau')",,,,,,
250,"(1, 'po', 'pp')","(1, 'pp', 'Tau')",,,,,
251,"(1, 'pp', 'Tau')",,,,,,
252,"(1, 'po', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,,
253,"(1, 'sib', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",
254,"(1, 'pp', 'va')","(1, 'va', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,
255,"(1, 'po', 'po')","(1, 'po', 'Tau')",,,,,
256,"(1, 'va', 'pp')","(1, 'pp', 'Tau')",,,,,
257,"(1, 'po', 'va')","(1, 'va', 'va')","(1, 'va', 'va')","(1, 'va', 'pp')","(1, 'pp', 'Tau')",,
258,"(1, 'va', 'Tau')",,,,,,
259,"(1, 'po', 'po')","(1, 'po', 'Tau')",,,,,
260,"(1, 'va', 'Tau')",,,,,,
261,"(1, 'va', 'va')","(1, 'va', 'Tau')",,,,,
262,"(1, 'va', 'Tau')",,,,,,
263,"(1, 'sib', 'Tau')",,,,,,
264,"(1, 'pp', 'Tau')",,,,,,
265,"(1, 'sib', 'po')","(1, 'po', 'Tau')",,,,,
266,"(1, 'va', 'Tau')",,,,,,
267,"(1, 'po', 'po')","(1, 'po', 'pp')","(1, 'pp', 'Tau')",,,,
268,"(1, 'va', 'Tau')",,,,,,
269,"(1, 'po', 'Tau')",,,,,,
270,"(1, 'po', 'pp')","(1, 'pp', 'Tau')",,,,,
271,"(1, 'sib', 'Tau')",,,,,,
272,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
273,"(1, 'po', 'Tau')",,,,,,
274,"(1, 'pp', 'sib')","(1, 'sib', 'Tau')",,,,,
275,"(1, 'pp', 'Tau')",,,,,,
276,"(1, 'va', 'Tau')",,,,,,
277,"(1, 'po', 'Tau')",,,,,,
278,"(1, 'sib', 'Tau')",,,,,,
279,"(1, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'po')","(1, 'po', 'Tau')",,,
280,"(1, 'va', 'Tau')",,,,,,
281,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
282,"(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,,
283,"(1, 'va', 'va')","(1, 'va', 'pp')","(1, 'pp', 'Tau')",,,,
284,"(1, 'va', 'po')","(1, 'po', 'Tau')",,,,,
285,"(1, 'va', 'Tau')",,,,,,
286,"(1, 'pp', 'pp')","(1, 'pp', 'po')","(1, 'po', 'Tau')",,,,
287,"(1, 'va', 'va')","(1, 'va', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,
288,"(1, 'va', 'pp')","(1, 'pp', 'Tau')",,,,,
289,"(1, 'va', 'Tau')",,,,,,
290,"(1, 'sib', 'Tau')",,,,,,
291,"(1, 'va', 'Tau')",,,,,,
292,"(1, 'pp', 'va')","(1, 'va', 'va')","(1, 'va', 'va')","(1, 'va', 'sib')","(1, 'sib', 'va')","(1, 'va', 'Tau')",
293,"(1, 'po', 'pp')","(1, 'pp', 'Tau')",,,,,
294,"(1, 'pp', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,,
295,"(1, 'pp', 'Tau')",,,,,,
296,"(1, 'pp', 'Tau')",,,,,,
297,"(1, 'sib', 'sib')","(1, 'sib', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",
298,"(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,,
299,"(1, 'sib', 'Tau')",,,,,,
300,"(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,
301,"(1, 'sib', 'Tau')",,,,,,
302,"(1, 'pp', 'po')","(1, 'po', 'Tau')",,,,,
303,"(1, 'pp', 'Tau')",,,,,,
304,"(1, 'sib', 'va')","(1, 'va', 'va')","(1, 'va', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,
305,"(1, 'va', 'Tau')",,,,,,
306,"(1, 'sib', 'pp')","(1, 'pp', 'Tau')",,,,,
307,"(1, 'pp', 'Tau')",,,,,,
308,"(1, 'pp', 'Tau')",,,,,,
309,"(1, 'va', 'va')","(1, 'va', 'Tau')",,,,,
310,"(1, 'sib', 'Tau')",,,,,,
311,"(1, 'po', 'Tau')",,,,,,
312,"(1, 'po', 'Tau')",,,,,,
313,"(1, 'po', 'Tau')",,,,,,
314,"(1, 'sib', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'sib')","(1, 'sib', 'pp')","(1, 'pp', 'Tau')",
315,"(1, 'pp', 'Tau')",,,,,,
316,"(1, 'pp', 'Tau')",,,,,,
317,"(1, 'po', 'po')","(1, 'po', 'pp')","(1, 'pp', 'va')","(1, 'va', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",
318,"(1, 'va', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,
319,"(1, 'pp', 'Tau')",,,,,,
320,"(1, 'pp', 'Tau')",,,,,,
321,"(1, 'pp', 'Tau')",,,,,,
322,"(1, 'va', 'Tau')",,,,,,
323,"(1, 'va', 'Tau')",,,,,,
324,"(1, 'sib', 'po')","(1, 'po', 'Tau')",,,,,
325,"(1, 'va', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,,
326,"(1, 'pp', 'Tau')",,,,,,
327,"(1, 'sib', 'sib')","(1, 'sib', 'pp')","(1, 'pp', 'Tau')",,,,
328,"(1, 'sib', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,
329,"(1, 'po', 'pp')","(1, 'pp', 'va')","(1, 'va', 'Tau')",,,,
330,"(1, 'va', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,,
331,"(1, 'va', 'Tau')",,,,,,
332,"(1, 'pp', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,
333,"(1, 'pp', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,,
334,"(1, 'po', 'Tau')",,,,,,
335,"(1, 'sib', 'Tau')",,,,,,
336,"(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
337,"(1, 'pp', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,,
338,"(1, 'sib', 'Tau')",,,,,,
339,"(1, 'po', 'Tau')",,,,,,
340,"(1, 'sib', 'pp')","(1, 'pp', 'Tau')",,,,,
341,"(1, 'po', 'Tau')",,,,,,
342,"(1, 'va', 'po')","(1, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,
343,"(1, 'po', 'Tau')",,,,,,
344,"(1, 'po', 'Tau')",,,,,,
345,"(1, 'po', 'pp')","(1, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,
346,"(1, 'va', 'Tau')",,,,,,
347,"(1, 'va', 'Tau')",,,,,,
348,"(1, 'sib', 'Tau')",,,,,,
